participant,no_signed_duration,size,direction,correct,contrast,cond,response,log10_duration,duration,trial,session
perp025,0.027144,Small,1,1,High,first,1,-1.5663261533629387,0.13572,182,1
perp025,0.12139,Small,-1,1,High,first,0,-0.9158170885795264,-0.60695,183,1
perp025,0.12139,Large,-1,1,Low,first,0,-0.9158170885795264,-0.60695,184,1
perp025,0.01648,Large,1,1,Low,first,1,-1.783042792638903,0.0824,185,1
perp025,0.027144,Small,1,1,Low,first,1,-1.5663261533629387,0.13572,186,1
perp025,0.01648,Large,-1,0,High,first,1,-1.783042792638903,-0.0824,187,1
perp025,0.2,Small,1,1,Low,first,1,-0.6989700043360187,1,188,1
perp025,0.04472,Large,1,1,Low,first,1,-1.349498205121633,0.2236,189,1
perp025,0.2,Large,1,1,Low,first,1,-0.6989700043360187,1,190,1
perp025,0.12139,Large,1,1,High,first,1,-0.9158170885795264,0.60695,191,1
perp025,0.07368,Small,1,1,Low,first,1,-1.1326503828112076,0.36839999999999995,192,1
perp025,0.12139,Large,1,1,Low,first,1,-0.9158170885795264,0.60695,193,1
perp025,0.027144,Large,-1,1,Low,first,0,-1.5663261533629387,-0.13572,194,1
perp025,0.04472,Small,-1,1,High,first,0,-1.349498205121633,-0.2236,195,1
perp025,0.2,Small,1,1,High,first,1,-0.6989700043360187,1,196,1
perp025,0.04472,Large,-1,1,Low,first,0,-1.349498205121633,-0.2236,197,1
perp025,0.01648,Small,-1,0,High,first,1,-1.783042792638903,-0.0824,198,1
perp025,0.01648,Small,1,0,Low,first,0,-1.783042792638903,0.0824,199,1
perp025,0.07368,Small,-1,1,High,first,0,-1.1326503828112076,-0.36839999999999995,200,1
perp025,0.01648,Large,-1,0,High,first,1,-1.783042792638903,-0.0824,201,1
perp025,0.04472,Small,1,1,Low,first,1,-1.349498205121633,0.2236,202,1
perp025,0.2,Small,-1,1,Low,first,0,-0.6989700043360187,-1,203,1
perp025,0.2,Large,1,1,Low,first,1,-0.6989700043360187,1,204,1
perp025,0.07368,Large,-1,1,High,first,0,-1.1326503828112076,-0.36839999999999995,205,1
perp025,0.04472,Large,-1,0,Low,first,1,-1.349498205121633,-0.2236,206,1
perp025,0.01648,Small,-1,0,Low,first,1,-1.783042792638903,-0.0824,207,1
perp025,0.027144,Large,-1,1,Low,first,0,-1.5663261533629387,-0.13572,208,1
perp025,0.04472,Large,-1,1,High,first,0,-1.349498205121633,-0.2236,209,1
perp025,0.2,Large,1,1,High,first,1,-0.6989700043360187,1,210,1
perp025,0.07368,Large,-1,1,Low,first,0,-1.1326503828112076,-0.36839999999999995,211,1
perp025,0.01648,Small,1,0,Low,first,0,-1.783042792638903,0.0824,212,1
perp025,0.12139,Large,-1,1,High,first,0,-0.9158170885795264,-0.60695,213,1
perp025,0.01648,Small,-1,0,Low,first,1,-1.783042792638903,-0.0824,214,1
perp025,0.027144,Small,-1,1,High,first,0,-1.5663261533629387,-0.13572,215,1
perp025,0.027144,Large,1,0,High,first,0,-1.5663261533629387,0.13572,216,1
perp025,0.2,Small,1,1,High,first,1,-0.6989700043360187,1,217,1
perp025,0.027144,Small,1,1,High,first,1,-1.5663261533629387,0.13572,218,1
perp025,0.07368,Large,-1,1,High,first,0,-1.1326503828112076,-0.36839999999999995,219,1
perp025,0.04472,Small,1,1,Low,first,1,-1.349498205121633,0.2236,220,1
perp025,0.12139,Small,1,1,High,first,1,-0.9158170885795264,0.60695,221,1
perp025,0.07368,Small,1,1,Low,first,1,-1.1326503828112076,0.36839999999999995,222,1
perp025,0.07368,Large,-1,1,Low,first,0,-1.1326503828112076,-0.36839999999999995,223,1
perp025,0.04472,Small,1,1,High,first,1,-1.349498205121633,0.2236,224,1
perp025,0.07368,Small,1,1,Low,first,1,-1.1326503828112076,0.36839999999999995,225,1
perp025,0.2,Small,1,1,Low,first,1,-0.6989700043360187,1,226,1
perp025,0.04472,Small,1,1,High,first,1,-1.349498205121633,0.2236,227,1
perp025,0.07368,Small,1,1,High,first,1,-1.1326503828112076,0.36839999999999995,228,1
perp025,0.07368,Large,1,1,Low,first,1,-1.1326503828112076,0.36839999999999995,229,1
perp025,0.12139,Large,-1,1,Low,first,0,-0.9158170885795264,-0.60695,230,1
perp025,0.07368,Large,1,1,Low,first,1,-1.1326503828112076,0.36839999999999995,231,1
perp025,0.027144,Large,1,1,High,first,1,-1.5663261533629387,0.13572,232,1
perp025,0.12139,Large,-1,1,High,first,0,-0.9158170885795264,-0.60695,233,1
perp025,0.07368,Small,-1,1,High,first,0,-1.1326503828112076,-0.36839999999999995,234,1
perp025,0.07368,Large,-1,0,High,first,1,-1.1326503828112076,-0.36839999999999995,235,1
perp025,0.2,Large,-1,1,High,first,0,-0.6989700043360187,-1,236,1
perp025,0.07368,Small,-1,1,High,first,0,-1.1326503828112076,-0.36839999999999995,237,1
perp025,0.2,Large,-1,1,High,first,0,-0.6989700043360187,-1,238,1
perp025,0.027144,Large,-1,1,Low,first,0,-1.5663261533629387,-0.13572,239,1
perp025,0.07368,Large,1,1,High,first,1,-1.1326503828112076,0.36839999999999995,240,1
perp025,0.07368,Small,1,1,Low,first,1,-1.1326503828112076,0.36839999999999995,241,1
perp025,0.12139,Large,1,1,Low,first,1,-0.9158170885795264,0.60695,242,1
perp025,0.2,Small,-1,1,Low,first,0,-0.6989700043360187,-1,243,1
perp025,0.12139,Small,1,1,Low,first,1,-0.9158170885795264,0.60695,244,1
perp025,0.04472,Small,1,1,High,first,1,-1.349498205121633,0.2236,245,1
perp025,0.07368,Small,-1,1,High,first,0,-1.1326503828112076,-0.36839999999999995,246,1
perp025,0.12139,Small,-1,0,Low,first,1,-0.9158170885795264,-0.60695,247,1
perp025,0.04472,Small,1,1,Low,first,1,-1.349498205121633,0.2236,248,1
perp025,0.027144,Small,-1,1,Low,first,0,-1.5663261533629387,-0.13572,249,1
perp025,0.2,Small,1,1,High,first,1,-0.6989700043360187,1,250,1
perp025,0.12139,Large,1,1,Low,first,1,-0.9158170885795264,0.60695,251,1
perp025,0.04472,Large,-1,1,High,first,0,-1.349498205121633,-0.2236,252,1
perp025,0.01648,Small,-1,1,High,first,0,-1.783042792638903,-0.0824,253,1
perp025,0.027144,Small,1,1,Low,first,1,-1.5663261533629387,0.13572,254,1
perp025,0.2,Small,-1,1,Low,first,0,-0.6989700043360187,-1,255,1
perp025,0.12139,Large,-1,0,High,first,1,-0.9158170885795264,-0.60695,256,1
perp025,0.04472,Large,-1,1,Low,first,0,-1.349498205121633,-0.2236,257,1
perp025,0.2,Small,1,1,High,first,1,-0.6989700043360187,1,258,1
perp025,0.04472,Large,-1,0,Low,first,1,-1.349498205121633,-0.2236,259,1
perp025,0.04472,Large,1,1,High,first,1,-1.349498205121633,0.2236,260,1
perp025,0.027144,Large,1,0,High,first,0,-1.5663261533629387,0.13572,261,1
perp025,0.04472,Small,1,1,Low,first,1,-1.349498205121633,0.2236,262,1
perp025,0.027144,Large,-1,0,Low,first,1,-1.5663261533629387,-0.13572,263,1
perp025,0.12139,Large,-1,1,Low,first,0,-0.9158170885795264,-0.60695,264,1
perp025,0.12139,Small,1,1,Low,first,1,-0.9158170885795264,0.60695,265,1
perp025,0.07368,Small,-1,1,High,first,0,-1.1326503828112076,-0.36839999999999995,266,1
perp025,0.12139,Large,-1,1,High,first,0,-0.9158170885795264,-0.60695,267,1
perp025,0.07368,Small,1,0,Low,first,0,-1.1326503828112076,0.36839999999999995,268,1
perp025,0.01648,Large,1,0,High,first,0,-1.783042792638903,0.0824,269,1
perp025,0.07368,Large,1,1,High,first,1,-1.1326503828112076,0.36839999999999995,270,1
perp025,0.04472,Small,-1,1,High,first,0,-1.349498205121633,-0.2236,271,1
perp025,0.04472,Small,-1,1,High,first,0,-1.349498205121633,-0.2236,272,1
perp025,0.2,Small,1,1,Low,first,1,-0.6989700043360187,1,273,1
perp025,0.01648,Small,-1,1,High,first,0,-1.783042792638903,-0.0824,274,1
perp025,0.12139,Small,-1,1,Low,first,0,-0.9158170885795264,-0.60695,275,1
perp025,0.027144,Small,-1,0,Low,first,1,-1.5663261533629387,-0.13572,276,1
perp025,0.12139,Small,1,1,High,first,1,-0.9158170885795264,0.60695,277,1
perp025,0.04472,Small,1,1,High,first,1,-1.349498205121633,0.2236,278,1
perp025,0.01648,Large,-1,0,Low,first,1,-1.783042792638903,-0.0824,279,1
perp025,0.07368,Small,1,1,Low,first,1,-1.1326503828112076,0.36839999999999995,280,1
perp025,0.027144,Small,1,1,High,first,1,-1.5663261533629387,0.13572,281,1
perp025,0.07368,Small,1,1,High,first,1,-1.1326503828112076,0.36839999999999995,282,1
perp025,0.027144,Small,-1,1,High,first,0,-1.5663261533629387,-0.13572,283,1
perp025,0.2,Large,1,1,High,first,1,-0.6989700043360187,1,284,1
perp025,0.027144,Small,1,1,High,first,1,-1.5663261533629387,0.13572,285,1
perp025,0.07368,Large,1,1,Low,first,1,-1.1326503828112076,0.36839999999999995,286,1
perp025,0.2,Large,1,1,Low,first,1,-0.6989700043360187,1,287,1
perp025,0.2,Large,-1,1,Low,first,0,-0.6989700043360187,-1,288,1
perp025,0.07368,Small,-1,0,Low,first,1,-1.1326503828112076,-0.36839999999999995,289,1
perp025,0.2,Large,1,1,Low,first,1,-0.6989700043360187,1,290,1
perp025,0.01648,Large,1,0,High,first,0,-1.783042792638903,0.0824,291,1
perp025,0.2,Large,1,1,High,first,1,-0.6989700043360187,1,292,1
perp025,0.12139,Large,-1,1,Low,first,0,-0.9158170885795264,-0.60695,293,1
perp025,0.01648,Large,-1,1,High,first,0,-1.783042792638903,-0.0824,294,1
perp025,0.01648,Large,1,1,High,first,1,-1.783042792638903,0.0824,295,1
perp025,0.027144,Small,-1,0,Low,first,1,-1.5663261533629387,-0.13572,296,1
perp025,0.07368,Small,1,1,High,first,1,-1.1326503828112076,0.36839999999999995,297,1
perp025,0.07368,Large,-1,1,Low,first,0,-1.1326503828112076,-0.36839999999999995,298,1
perp025,0.027144,Small,-1,0,Low,first,1,-1.5663261533629387,-0.13572,299,1
perp025,0.12139,Large,1,1,Low,first,1,-0.9158170885795264,0.60695,300,1
perp025,0.2,Small,-1,0,Low,first,1,-0.6989700043360187,-1,301,1
perp025,0.027144,Large,-1,1,Low,first,0,-1.5663261533629387,-0.13572,302,1
perp025,0.01648,Small,-1,0,Low,first,1,-1.783042792638903,-0.0824,303,1
perp025,0.04472,Small,-1,0,Low,first,1,-1.349498205121633,-0.2236,304,1
perp025,0.027144,Large,1,1,High,first,1,-1.5663261533629387,0.13572,305,1
perp025,0.07368,Large,1,1,Low,first,1,-1.1326503828112076,0.36839999999999995,306,1
perp025,0.07368,Small,-1,1,Low,first,0,-1.1326503828112076,-0.36839999999999995,307,1
perp025,0.12139,Large,1,1,Low,first,1,-0.9158170885795264,0.60695,308,1
perp025,0.12139,Small,-1,1,High,first,0,-0.9158170885795264,-0.60695,309,1
perp025,0.04472,Small,1,1,Low,first,1,-1.349498205121633,0.2236,310,1
perp025,0.04472,Large,1,1,High,first,1,-1.349498205121633,0.2236,311,1
perp025,0.07368,Large,-1,1,Low,first,0,-1.1326503828112076,-0.36839999999999995,312,1
perp025,0.027144,Small,-1,1,High,first,0,-1.5663261533629387,-0.13572,313,1
perp025,0.027144,Small,-1,1,High,first,0,-1.5663261533629387,-0.13572,314,1
perp025,0.027144,Small,1,1,High,first,1,-1.5663261533629387,0.13572,315,1
perp025,0.2,Small,1,1,Low,first,1,-0.6989700043360187,1,316,1
perp025,0.12139,Large,-1,1,Low,first,0,-0.9158170885795264,-0.60695,317,1
perp025,0.12139,Large,1,1,High,first,1,-0.9158170885795264,0.60695,318,1
perp025,0.07368,Large,-1,1,High,first,0,-1.1326503828112076,-0.36839999999999995,319,1
perp025,0.2,Small,-1,0,High,first,1,-0.6989700043360187,-1,320,1
perp025,0.01648,Small,1,1,High,first,1,-1.783042792638903,0.0824,321,1
perp025,0.027144,Large,1,1,Low,first,1,-1.5663261533629387,0.13572,322,1
perp025,0.04472,Small,-1,0,Low,first,1,-1.349498205121633,-0.2236,323,1
perp025,0.01648,Large,-1,0,High,first,1,-1.783042792638903,-0.0824,324,1
perp025,0.2,Small,1,1,High,first,1,-0.6989700043360187,1,325,1
perp025,0.2,Large,1,1,High,first,1,-0.6989700043360187,1,326,1
perp025,0.04472,Large,1,1,Low,first,1,-1.349498205121633,0.2236,327,1
perp025,0.2,Large,-1,1,High,first,0,-0.6989700043360187,-1,328,1
perp025,0.027144,Small,-1,1,High,first,0,-1.5663261533629387,-0.13572,329,1
perp025,0.027144,Small,1,1,Low,first,1,-1.5663261533629387,0.13572,330,1
perp025,0.2,Large,-1,1,Low,first,0,-0.6989700043360187,-1,331,1
perp025,0.07368,Large,1,1,High,first,1,-1.1326503828112076,0.36839999999999995,332,1
perp025,0.027144,Small,1,1,Low,first,1,-1.5663261533629387,0.13572,333,1
perp025,0.12139,Small,-1,0,Low,first,1,-0.9158170885795264,-0.60695,334,1
perp025,0.04472,Large,-1,1,Low,first,0,-1.349498205121633,-0.2236,335,1
perp025,0.07368,Small,-1,1,Low,first,0,-1.1326503828112076,-0.36839999999999995,336,1
perp025,0.027144,Large,-1,1,High,first,0,-1.5663261533629387,-0.13572,337,1
perp025,0.2,Large,1,1,Low,first,1,-0.6989700043360187,1,338,1
perp025,0.07368,Large,1,1,Low,first,1,-1.1326503828112076,0.36839999999999995,339,1
perp025,0.04472,Large,-1,1,Low,first,0,-1.349498205121633,-0.2236,340,1
perp025,0.2,Small,-1,1,High,first,0,-0.6989700043360187,-1,341,1
perp025,0.04472,Small,-1,1,Low,first,0,-1.349498205121633,-0.2236,342,1
perp025,0.04472,Small,-1,1,High,first,0,-1.349498205121633,-0.2236,343,1
perp025,0.2,Large,-1,0,Low,first,1,-0.6989700043360187,-1,344,1
perp025,0.027144,Large,1,1,Low,first,1,-1.5663261533629387,0.13572,345,1
perp025,0.027144,Large,1,1,High,first,1,-1.5663261533629387,0.13572,346,1
perp025,0.07368,Large,-1,1,High,first,0,-1.1326503828112076,-0.36839999999999995,347,1
perp025,0.12139,Large,-1,1,High,first,0,-0.9158170885795264,-0.60695,348,1
perp025,0.01648,Large,1,0,Low,first,0,-1.783042792638903,0.0824,349,1
perp025,0.2,Large,1,1,High,first,1,-0.6989700043360187,1,350,1
perp025,0.12139,Small,-1,1,High,first,0,-0.9158170885795264,-0.60695,351,1
perp025,0.01648,Small,1,0,Low,first,0,-1.783042792638903,0.0824,352,1
perp025,0.04472,Large,1,1,Low,first,1,-1.349498205121633,0.2236,353,1
perp025,0.01648,Large,-1,0,Low,first,1,-1.783042792638903,-0.0824,354,1
perp025,0.12139,Large,1,1,Low,first,1,-0.9158170885795264,0.60695,355,1
perp025,0.07368,Small,1,1,High,first,1,-1.1326503828112076,0.36839999999999995,356,1
perp025,0.01648,Large,1,1,Low,first,1,-1.783042792638903,0.0824,357,1
perp025,0.04472,Small,1,1,High,first,1,-1.349498205121633,0.2236,358,1
perp025,0.2,Large,-1,0,High,first,1,-0.6989700043360187,-1,359,1
perp025,0.2,Small,-1,1,High,first,0,-0.6989700043360187,-1,360,1
perp025,0.04472,Small,-1,1,Low,first,0,-1.349498205121633,-0.2236,361,1
perp025,0.01648,Small,-1,0,Low,first,1,-1.783042792638903,-0.0824,362,1
perp025,0.027144,Large,-1,1,Low,first,0,-1.5663261533629387,-0.13572,363,1
perp025,0.2,Small,1,1,Low,first,1,-0.6989700043360187,1,364,1
perp025,0.04472,Large,-1,1,High,first,0,-1.349498205121633,-0.2236,365,1
perp025,0.04472,Small,1,1,Low,first,1,-1.349498205121633,0.2236,366,1
perp025,0.04472,Large,-1,1,High,first,0,-1.349498205121633,-0.2236,367,1
perp025,0.027144,Small,1,1,High,first,1,-1.5663261533629387,0.13572,368,1
perp025,0.2,Large,-1,1,High,first,0,-0.6989700043360187,-1,369,1
perp025,0.12139,Large,1,1,High,first,1,-0.9158170885795264,0.60695,370,1
perp025,0.027144,Large,-1,1,High,first,0,-1.5663261533629387,-0.13572,371,1
perp025,0.12139,Large,-1,1,Low,first,0,-0.9158170885795264,-0.60695,372,1
perp025,0.12139,Large,1,1,High,first,1,-0.9158170885795264,0.60695,373,1
perp025,0.12139,Small,1,1,High,first,1,-0.9158170885795264,0.60695,374,1
perp025,0.01648,Large,-1,1,Low,first,0,-1.783042792638903,-0.0824,375,1
perp025,0.12139,Small,-1,0,Low,first,1,-0.9158170885795264,-0.60695,376,1
perp025,0.2,Large,1,0,High,first,0,-0.6989700043360187,1,377,1
perp025,0.04472,Large,-1,1,High,first,0,-1.349498205121633,-0.2236,378,1
perp025,0.07368,Large,1,1,High,first,1,-1.1326503828112076,0.36839999999999995,379,1
perp025,0.01648,Large,1,0,High,first,0,-1.783042792638903,0.0824,380,1
perp025,0.04472,Large,1,1,High,first,1,-1.349498205121633,0.2236,381,1
perp025,0.04472,Small,1,1,High,first,1,-1.349498205121633,0.2236,382,1
perp025,0.07368,Large,-1,1,High,first,0,-1.1326503828112076,-0.36839999999999995,383,1
perp025,0.01648,Small,1,0,Low,first,0,-1.783042792638903,0.0824,384,1
perp025,0.027144,Large,1,1,Low,first,1,-1.5663261533629387,0.13572,385,1
perp025,0.12139,Small,1,1,Low,first,1,-0.9158170885795264,0.60695,386,1
perp025,0.01648,Small,1,1,High,first,1,-1.783042792638903,0.0824,387,1
perp025,0.027144,Small,-1,0,Low,first,1,-1.5663261533629387,-0.13572,388,1
perp025,0.2,Large,-1,1,Low,first,0,-0.6989700043360187,-1,389,1
perp025,0.2,Small,-1,1,Low,first,0,-0.6989700043360187,-1,390,1
perp025,0.07368,Large,1,1,High,first,1,-1.1326503828112076,0.36839999999999995,391,1
perp025,0.027144,Large,1,1,Low,first,1,-1.5663261533629387,0.13572,392,1
perp025,0.2,Small,1,1,High,first,1,-0.6989700043360187,1,393,1
perp025,0.027144,Large,-1,0,High,first,1,-1.5663261533629387,-0.13572,394,1
perp025,0.027144,Large,-1,1,Low,first,0,-1.5663261533629387,-0.13572,395,1
perp025,0.027144,Small,-1,1,High,first,0,-1.5663261533629387,-0.13572,396,1
perp025,0.2,Small,-1,1,Low,first,0,-0.6989700043360187,-1,397,1
perp025,0.07368,Small,-1,1,High,first,0,-1.1326503828112076,-0.36839999999999995,398,1
perp025,0.04472,Small,-1,1,Low,first,0,-1.349498205121633,-0.2236,399,1
perp025,0.2,Small,-1,1,High,first,0,-0.6989700043360187,-1,400,1
perp025,0.12139,Small,1,0,Low,first,0,-0.9158170885795264,0.60695,401,1
perp025,0.01648,Small,1,1,Low,first,1,-1.783042792638903,0.0824,402,1
perp025,0.01648,Large,1,1,Low,first,1,-1.783042792638903,0.0824,403,1
perp025,0.01648,Small,-1,0,High,first,1,-1.783042792638903,-0.0824,404,1
perp025,0.07368,Small,1,1,High,first,1,-1.1326503828112076,0.36839999999999995,405,1
perp025,0.07368,Large,-1,1,High,first,0,-1.1326503828112076,-0.36839999999999995,406,1
perp025,0.027144,Small,1,0,Low,first,0,-1.5663261533629387,0.13572,407,1
perp025,0.07368,Large,1,1,High,first,1,-1.1326503828112076,0.36839999999999995,408,1
perp025,0.07368,Small,1,1,High,first,1,-1.1326503828112076,0.36839999999999995,409,1
perp025,0.2,Small,1,1,Low,first,1,-0.6989700043360187,1,410,1
perp025,0.12139,Small,-1,1,High,first,0,-0.9158170885795264,-0.60695,411,1
perp025,0.07368,Small,-1,1,Low,first,0,-1.1326503828112076,-0.36839999999999995,412,1
perp025,0.2,Small,1,1,High,first,1,-0.6989700043360187,1,413,1
perp025,0.2,Large,1,1,Low,first,1,-0.6989700043360187,1,414,1
perp025,0.04472,Small,1,1,High,first,1,-1.349498205121633,0.2236,415,1
perp025,0.01648,Small,1,1,High,first,1,-1.783042792638903,0.0824,416,1
perp025,0.027144,Large,1,1,Low,first,1,-1.5663261533629387,0.13572,417,1
perp025,0.12139,Small,1,1,High,first,1,-0.9158170885795264,0.60695,418,1
perp025,0.07368,Large,-1,1,Low,first,0,-1.1326503828112076,-0.36839999999999995,419,1
perp025,0.01648,Small,1,1,High,first,1,-1.783042792638903,0.0824,420,1
perp025,0.04472,Large,1,1,High,first,1,-1.349498205121633,0.2236,421,1
perp025,0.12139,Large,-1,1,High,first,0,-0.9158170885795264,-0.60695,422,1
perp025,0.12139,Large,-1,1,High,first,0,-0.9158170885795264,-0.60695,423,1
perp025,0.12139,Small,1,1,High,first,1,-0.9158170885795264,0.60695,424,1
perp025,0.04472,Large,-1,1,Low,first,0,-1.349498205121633,-0.2236,425,1
perp025,0.2,Small,1,1,Low,first,1,-0.6989700043360187,1,426,1
perp025,0.04472,Large,-1,1,High,first,0,-1.349498205121633,-0.2236,427,1
perp025,0.12139,Small,1,1,High,first,1,-0.9158170885795264,0.60695,428,1
perp025,0.12139,Small,-1,1,High,first,0,-0.9158170885795264,-0.60695,429,1
perp025,0.2,Large,-1,1,High,first,0,-0.6989700043360187,-1,430,1
perp025,0.2,Large,1,1,Low,first,1,-0.6989700043360187,1,431,1
perp025,0.01648,Large,1,1,Low,first,1,-1.783042792638903,0.0824,432,1
perp025,0.12139,Large,1,1,High,first,1,-0.9158170885795264,0.60695,433,1
perp025,0.027144,Large,1,1,High,first,1,-1.5663261533629387,0.13572,434,1
perp025,0.01648,Small,1,1,High,first,1,-1.783042792638903,0.0824,435,1
perp025,0.04472,Small,-1,1,High,first,0,-1.349498205121633,-0.2236,436,1
perp025,0.04472,Small,-1,1,High,first,0,-1.349498205121633,-0.2236,437,1
perp025,0.027144,Large,-1,1,Low,first,0,-1.5663261533629387,-0.13572,438,1
perp025,0.07368,Small,1,1,Low,first,1,-1.1326503828112076,0.36839999999999995,439,1
perp025,0.12139,Large,1,1,High,first,1,-0.9158170885795264,0.60695,440,1
perp025,0.07368,Large,-1,1,Low,first,0,-1.1326503828112076,-0.36839999999999995,441,1
perp025,0.027144,Small,1,0,High,first,0,-1.5663261533629387,0.13572,442,1
perp025,0.04472,Small,1,1,Low,first,1,-1.349498205121633,0.2236,443,1
perp025,0.01648,Small,-1,1,Low,first,0,-1.783042792638903,-0.0824,444,1
perp025,0.01648,Small,-1,1,High,first,0,-1.783042792638903,-0.0824,445,1
perp025,0.01648,Large,-1,1,Low,first,0,-1.783042792638903,-0.0824,446,1
perp025,0.01648,Small,1,0,Low,first,0,-1.783042792638903,0.0824,447,1
perp025,0.07368,Large,-1,1,Low,first,0,-1.1326503828112076,-0.36839999999999995,448,1
perp025,0.01648,Large,-1,1,High,first,0,-1.783042792638903,-0.0824,449,1
perp025,0.027144,Large,-1,0,High,first,1,-1.5663261533629387,-0.13572,450,1
perp025,0.12139,Large,-1,1,Low,first,0,-0.9158170885795264,-0.60695,451,1
perp025,0.07368,Large,1,1,Low,first,1,-1.1326503828112076,0.36839999999999995,452,1
perp025,0.04472,Large,1,1,Low,first,1,-1.349498205121633,0.2236,453,1
perp025,0.07368,Small,1,1,Low,first,1,-1.1326503828112076,0.36839999999999995,454,1
perp025,0.01648,Small,-1,0,Low,first,1,-1.783042792638903,-0.0824,455,1
perp025,0.12139,Small,-1,1,Low,first,0,-0.9158170885795264,-0.60695,456,1
perp025,0.07368,Small,-1,1,Low,first,0,-1.1326503828112076,-0.36839999999999995,457,1
perp025,0.04472,Large,1,1,Low,first,1,-1.349498205121633,0.2236,458,1
perp025,0.027144,Large,-1,1,High,first,0,-1.5663261533629387,-0.13572,459,1
perp025,0.2,Large,-1,1,High,first,0,-0.6989700043360187,-1,460,1
perp025,0.12139,Small,1,1,Low,first,1,-0.9158170885795264,0.60695,461,1
perp025,0.2,Large,-1,1,Low,first,0,-0.6989700043360187,-1,462,1
perp025,0.01648,Large,-1,1,High,first,0,-1.783042792638903,-0.0824,463,1
perp025,0.2,Small,-1,1,High,first,0,-0.6989700043360187,-1,464,1
perp025,0.12139,Small,-1,1,High,first,0,-0.9158170885795264,-0.60695,465,1
perp025,0.027144,Small,1,1,Low,first,1,-1.5663261533629387,0.13572,466,1
perp025,0.07368,Large,1,1,Low,first,1,-1.1326503828112076,0.36839999999999995,467,1
perp025,0.07368,Large,-1,1,High,first,0,-1.1326503828112076,-0.36839999999999995,468,1
perp025,0.01648,Large,1,1,Low,first,1,-1.783042792638903,0.0824,469,1
perp025,0.07368,Small,-1,1,High,first,0,-1.1326503828112076,-0.36839999999999995,470,1
perp025,0.01648,Small,-1,1,Low,first,0,-1.783042792638903,-0.0824,471,1
perp025,0.04472,Large,1,1,Low,first,1,-1.349498205121633,0.2236,472,1
perp025,0.07368,Small,-1,1,High,first,0,-1.1326503828112076,-0.36839999999999995,473,1
perp025,0.027144,Large,1,1,High,first,1,-1.5663261533629387,0.13572,474,1
perp025,0.01648,Large,-1,0,High,first,1,-1.783042792638903,-0.0824,475,1
perp025,0.01648,Large,-1,0,Low,first,1,-1.783042792638903,-0.0824,476,1
perp025,0.01648,Small,1,1,Low,first,1,-1.783042792638903,0.0824,477,1
perp025,0.04472,Large,1,1,High,first,1,-1.349498205121633,0.2236,478,1
perp025,0.01648,Small,-1,0,High,first,1,-1.783042792638903,-0.0824,479,1
perp025,0.01648,Large,1,0,High,first,0,-1.783042792638903,0.0824,480,1
